,Unnamed: 0,freq0,freq1,freq2,freq3,freq4,freq5,freq6,freq7,freq8,freq9,genre
329,329,-4292580,-980987,-853223,-534702,-98780,-48784,-116548,142976,246959,-342595,disco
330,330,5096326,1026693,-646289,-581315,-398228,-377440,-351710,55462,-503841,-210106,disco
331,331,1332708,46556,-544346,-359730,-654589,-6038,-165134,-117792,-175758,174520,disco
332,332,-3469448,-554036,-485961,612545,160015,-56174,-88300,130684,-57493,130308,disco
333,333,3802508,-16770,144447,-831352,-486819,-37763,-273613,-258332,-663,44415,disco
334,334,-87394,-164297,-438429,264480,608468,-151203,263652,-147154,-460124,-103089,disco
335,335,1132270,34439,-518430,790721,281349,-79270,-549708,-500756,-8395,-124108,disco
336,336,258608,-1876300,692975,-146666,-766023,-27669,230282,495532,198016,-340797,disco
337,337,449100,-85144,483414,1284860,-910839,-120574,-305510,-197721,-416502,-448023,disco
338,338,2709508,1127151,100277,85785,-289644,-277445,60837,146861,-54633,-54369,disco
339,339,2197864,1673951,-517486,238982,93777,-21776,134260,20655,-52665,-34919,disco
340,340,-861266,1033595,-150030,83407,293816,114667,-140231,-9183,44432,-112168,disco
341,341,-2350108,680660,-164265,-291028,193439,-60577,-8616,-77748,79454,35338,disco
342,342,-3088766,1568370,-262649,-551436,23666,-68185,215112,-85811,-91225,110692,disco
343,343,-6730286,-325164,-909609,-60166,624188,-275435,352436,503794,-162289,-305538,disco
344,344,-5103208,972980,1289680,28622,-88305,-453931,-9674,47364,-189745,73604,disco
345,345,-3567230,607668,423944,-333401,85184,54148,6468,-192074,-1085,-159391,disco
346,346,43954,-788121,96549,330939,-34430,-120198,-61728,-195325,-54776,-29397,disco
347,347,137024,125803,-409068,46470,31491,-33138,-41030,-13907,7666,-1904,disco
348,348,1541714,538135,-750333,-538004,-57160,132647,7334,126302,42778,5588,disco
349,349,-7328172,3030712,-55644,180785,-115572,85891,515171,226285,77727,-43020,disco
350,350,293256,1734312,-352520,-203038,-217059,175912,238618,199336,7948,21207,disco
351,351,3425400,58375,-172810,-273565,184315,219970,30186,-284249,-28034,-23992,disco
352,352,279786,1326419,-154520,-164836,-538546,57510,335985,-328821,-9938,11494,disco
353,353,-1193534,-609507,444443,-517883,2341,436164,-182813,-110449,-104157,-30087,disco
354,354,-273920,88520,169124,196287,105677,84983,223710,87646,40318,-8497,disco
355,355,16562974,-135893,-380782,-40262,198671,55377,291977,39488,123126,29039,disco
356,356,-3098252,356516,62146,56567,-116787,31696,2722,-75575,4470,-7300,disco
357,357,-4383838,75677,-27200,-161495,-1406,-37021,41380,-44319,-7218,-3255,disco
358,358,-2320528,689716,-242620,-445568,311308,-177133,104747,-53731,136500,12059,disco
359,359,-2220768,1093813,-287368,-409075,4749,295299,140591,255099,-53505,-9598,disco
360,360,2321130,-24064,331460,200131,69089,29199,126906,-63750,-108527,-10808,disco
361,361,-254674,-494784,1556285,-212462,557143,421913,15221,25917,-94930,-18230,disco
362,362,20200,-524966,-25914,35252,284069,6006,-25460,108319,-29147,-4595,disco
363,363,64792,-174779,1844,-757837,-383282,-77507,434225,-39073,-651,202728,disco
364,364,-7605982,-212798,209584,-86992,-18492,7348,-93259,-49156,-24594,5197,disco
365,365,916056,104030,-616586,97085,-75291,-371842,22407,80497,-43638,-7307,disco
366,366,1286216,-1504277,-230650,765482,-378991,83865,54554,-310215,-29129,-38180,disco
367,367,1063636,-741448,173619,-209800,128567,-26174,68652,122512,89011,17805,disco
368,368,2599990,-1103424,-275608,99998,-632547,3594,487115,488382,-145753,-7680,disco
369,369,-30424422,1250659,-265003,-398005,-11737,-15993,65255,18450,-11177,8098,disco
370,370,3114208,69403,262593,-47996,218193,273187,-21253,14679,138244,34456,disco
371,371,-348602,-431875,494183,625876,-209939,359267,73238,-171683,-44741,7688,disco
372,372,-1411312,345408,-830793,-191205,-43166,213740,116117,-116599,-89574,-8058,disco
373,373,2779276,-1395382,261240,550861,-150478,-298798,63429,-141555,188634,-25254,disco
374,374,2996536,674461,-1000472,-572652,129249,-547533,-355799,10797,188696,4240,disco
375,375,-1576314,1424608,-526893,287921,284838,-103656,23147,-58850,-19886,-15392,disco
376,376,2499050,-1092881,112348,65912,-215624,-83009,145505,-29320,-1506,-17923,disco
377,377,8573474,1067688,-30675,-295888,-286519,-230303,-146773,-443638,179131,7406,disco
378,378,-3171126,-229539,-129829,35974,-22456,-76742,131178,-40433,-37959,8441,disco
379,379,-1290170,-485755,57485,-341867,-72900,2671,-78918,54940,4980,-15785,disco
380,380,-8822470,-286813,-155685,111066,136628,10309,-196041,61189,5725,9431,disco
381,381,10274,-697495,293944,-7826,70754,151851,153239,71580,31465,-8631,disco
382,382,5006172,-555555,-84771,279238,2344,573886,231000,141109,28086,5146,disco
383,383,831134,-80839,165974,-134783,-28057,82403,184823,-5229,-62904,946,disco
384,384,-1365122,-570114,405448,535933,266338,16961,-263841,-84006,14480,543,disco
385,385,-764222,697684,-315963,-279862,65903,-253372,-86048,34975,95598,8322,disco
386,386,-8345074,-1851695,433873,-173473,-40070,-29848,-64069,265061,-70002,-44098,disco
387,387,2251982,450745,-264552,-71140,-93558,87221,-135123,-23984,40979,3738,disco
388,388,2627432,-1774381,-303675,249126,288713,275028,201522,24241,-44923,18987,disco
389,389,-1755460,565185,342310,-252275,43925,-11205,-98053,-92240,-23024,-10627,disco
390,390,-227304,-49335,374632,-455421,-132426,-309714,48878,140793,-3726,1507,disco
391,391,6822464,752389,-109946,711269,-724048,-330521,71186,-501559,-76084,-269898,disco
392,392,-2931952,243705,273190,56675,196206,-231304,39663,-37306,61195,9780,disco
393,393,-2041172,505557,-1101026,324010,199812,24693,229724,-11520,78100,-11914,disco
394,394,3598406,-400399,-254311,-46990,-254373,-42735,32991,58508,49803,-10870,disco
395,395,-681496,423817,-9915,511568,17911,25228,-68838,-87680,79307,-1554,disco
396,396,2113822,-465690,-104774,168129,-398053,-6386,8747,-37429,-22843,19622,disco
397,397,-1146872,-265679,246748,-437656,31297,321475,-101384,90992,230461,32183,disco
398,398,2307258,276547,-404002,263558,54561,-106034,59354,-235875,-26411,-20364,disco
399,399,1692230,-892552,-441251,-368547,-86665,-80172,-124203,162648,128188,15410,disco
400,400,-16291524,-900377,158498,1062535,-832690,372047,437776,-51663,-7736,-20195,hiphop
401,401,1668406,-839153,-90429,958360,-119821,349302,-159675,-291593,-290246,-77599,hiphop
402,402,-1413028,400030,46476,20787,99648,-97418,61724,57044,2982,9636,hiphop
403,403,877808,322526,-2798734,-213668,884928,-287833,675605,-132719,-178739,-62170,hiphop
404,404,-869140,1380901,57757,-52397,-532531,-230756,-70957,365599,-190615,-158781,hiphop
405,405,-10870174,1580224,528102,-71961,-472119,416032,-407428,75387,227752,-215396,hiphop
406,406,7098530,2170739,-188128,-713057,247707,668122,-611281,-692954,-262741,-19584,hiphop
407,407,-11387442,-1162394,-603057,270830,73953,22859,253717,-154955,86551,-83079,hiphop
408,408,-2017984,417060,-245916,-498767,-299292,-157918,-339275,-94767,-109202,-8488,hiphop
409,409,-4340146,-113572,362837,-435805,-480459,123430,-38484,-29447,62885,-7168,hiphop
410,410,1801066,-694260,1952541,-652924,-61921,391719,38256,-141293,52316,-11077,hiphop
411,411,-6860352,-1735330,252200,-175103,252725,-251723,-186548,-14394,-225471,1583,hiphop
412,412,3186778,-757369,510865,-497798,-222339,89627,-147014,-79874,-80797,14288,hiphop
413,413,-4874782,897979,1018909,-202533,160725,-150423,49473,4676,-16213,10999,hiphop
414,414,4046658,78341,-1081142,672826,804220,-147349,-153680,-120553,-28870,33703,hiphop
415,415,-3209500,1825294,797851,-215425,-170955,233819,112782,-140029,117014,5642,hiphop
416,416,1029558,1732061,427060,-380527,-194246,245188,-128840,-18577,-121107,60543,hiphop
417,417,3624876,1911755,-940148,49457,-591731,-179850,22049,183669,-22681,0,hiphop
418,418,2381690,-286116,205486,68534,243042,-626945,-281118,-129214,206572,-22078,hiphop
419,419,-737670,1030955,1205855,-393085,-549274,-145572,-471603,243415,146096,-498163,hiphop
420,420,2916618,-406613,-441187,11787,48546,-330540,-252416,22531,52847,12308,hiphop
421,421,1354282,-293023,-478452,188955,390378,26840,689512,345527,-148624,-13,hiphop
422,422,97602,-630531,-366675,437466,142874,-44726,-187609,112195,7529,-15796,hiphop
423,423,5233828,468899,831118,62886,-74640,70907,-198628,-9411,-89130,-4594,hiphop
424,424,-5527220,1197827,-440221,-884371,-500305,-100540,777903,-95902,-471431,-1625,hiphop
425,425,-7342434,-1757859,259587,-471931,743984,-26314,-4148,-134712,3787,24627,hiphop
426,426,-1642512,358154,-25789,443061,72375,-193361,158370,-69210,-149514,263759,hiphop
427,427,-2655780,259029,153600,142089,-125704,-235242,357985,-227988,-32154,-22607,hiphop
428,428,4388178,-639243,266081,264017,-397322,-213875,-27013,19995,-27041,12070,hiphop
429,429,-252954,-838464,-745321,317149,124928,342857,18427,241020,-21747,202953,hiphop
430,430,4185364,-554476,-286455,93009,-598808,245169,255097,383029,22871,-153991,hiphop
431,431,1262474,-1322365,-173082,946381,-123328,162782,-55672,136756,-102485,-500303,hiphop
432,432,-2950480,-9068,-16426,46896,273821,-60668,74663,33653,69409,-11149,hiphop
433,433,2702450,2576856,-6915,-1071432,-47761,-597092,-69484,416717,238536,121320,hiphop
434,434,4468736,433540,-917247,-809227,-849925,549808,494799,-118868,40964,278600,hiphop
435,435,6503418,316055,220217,-26914,352887,222073,-344289,-68952,60754,31901,hiphop
436,436,-1202358,-156194,-267583,-129827,278467,344987,70224,6833,122589,173782,hiphop
437,437,-5315490,550922,1050547,181014,830032,195662,340526,-35747,-227018,-35134,hiphop
438,438,-5767274,945277,-1083765,332551,-177945,112997,80812,36322,-164877,59078,hiphop
439,439,-8244590,-1450695,1102503,53824,-291266,-66591,235072,-43017,-108439,-334975,hiphop
440,440,1825132,-398904,-857903,-202327,-91452,-75845,-870,416026,171174,331277,hiphop
441,441,150580,535964,-569859,-38994,393867,-603672,-131334,-90401,132485,37417,hiphop
442,442,325362,-68060,-624637,125584,-62123,240775,-503650,158597,590706,-35372,hiphop
443,443,871882,4635,122078,-459743,-56671,100201,32091,360,-106824,-148910,hiphop
444,444,-748098,188577,-130288,-136531,105334,23736,27418,-30884,-3713,30736,hiphop
445,445,3084754,-963364,-811611,42451,-164230,-81491,-64014,-65922,394418,115022,hiphop
446,446,6237470,404756,836357,-26479,-297855,-179947,220383,87718,-137538,-131725,hiphop
447,447,-1016436,1361714,181597,183576,469500,145860,26740,-733478,-77696,57734,hiphop
448,448,-9152958,1794938,362622,-25240,-463158,267431,-240127,5871,188651,57271,hiphop
449,449,-975714,242910,464262,-1417771,654206,470489,-436410,151589,406704,-12911,hiphop
450,450,649050,710730,302394,-254865,-202002,115917,99904,-6986,20642,-103298,hiphop
451,451,-1208228,-162367,702269,76412,-692335,-371527,-637968,37830,119404,37539,hiphop
452,452,677042,147376,35090,41552,-359536,-76340,43413,115317,213498,-72260,hiphop
453,453,3287354,720330,-424559,-1002,-172674,-147413,-186441,-310140,-477237,-114649,hiphop
454,454,-1760094,65575,-212457,31835,317935,1997,-183022,-172078,-67253,113623,hiphop
455,455,-3313722,17155,-131209,391839,-7797,-910,-130658,105786,-9200,11592,hiphop
456,456,3443480,-472987,-240098,-399235,-199279,113161,192001,-26745,112153,22742,hiphop
457,457,-1432564,525158,148229,-223181,111775,66034,87891,30228,20139,81786,hiphop
458,458,-2272294,-835427,566866,-231088,-112261,-152324,-37082,45110,-18669,-83226,hiphop
459,459,60946,-557538,276212,16295,-10857,-115472,-24180,35581,21731,77965,hiphop
460,460,-130834,233983,309371,278892,360887,101154,30780,15761,-18456,10255,hiphop
461,461,-785740,161373,413095,561641,3878,-85699,-57570,-48596,23068,-3525,hiphop
462,462,-6424784,29470,78970,172636,328712,30772,155338,-176119,196866,-155576,hiphop
463,463,47656,4977,-1610343,917867,161083,289952,-13147,-98000,41513,-7086,hiphop
464,464,1423008,906484,-952076,-4035,-96242,-428952,-6308,-27228,14572,-34850,hiphop
465,465,4879406,426047,-74697,4704,250408,-122969,-241297,-417252,-48320,-109095,hiphop
466,466,-1981862,-129613,-46822,-312157,-357915,-64030,140181,160640,-52375,17436,hiphop
467,467,10182784,685628,223719,-283401,-615040,358825,184822,304870,-142237,-75410,hiphop
468,468,-155872,152,165528,-642113,-950301,375997,227161,344212,-213423,-21240,hiphop
469,469,-1707736,-614395,-108078,-832131,-545035,-419855,522974,-513149,61041,475254,hiphop
470,470,3564106,-723828,-141498,322061,92353,-60682,-145872,-53031,-645153,3623,hiphop
471,471,9089344,-590064,17244,-465713,112787,-280411,-138262,-68923,-62140,235420,hiphop
472,472,4480674,-313982,-267277,453987,185108,-39156,-291792,69369,80573,-45605,hiphop
473,473,-408204,150806,1128755,245407,628278,-27406,-371703,-374212,43121,61653,hiphop
474,474,-4118432,-668511,-884597,482660,-60101,419121,186931,-307246,91745,-54590,hiphop
475,475,-4439850,279185,80939,-523700,478830,480575,195008,-183887,-397090,219688,hiphop
476,476,5214910,1519092,321269,-143326,-139254,47610,-147927,-61676,-43734,208267,hiphop
477,477,-2192230,991709,345220,-651770,1367579,-330627,346215,693120,-611010,-667782,hiphop
478,478,7802670,-636943,-38847,395648,102484,58246,263647,-175281,-91821,26214,hiphop
479,479,1407884,1077080,43556,-472908,-301630,-190184,-320015,136866,504368,45137,hiphop
480,480,1429570,319075,-485574,263945,348010,346180,94320,-368615,546660,-229550,hiphop
481,481,-632134,342878,37322,174054,-117985,74883,-80403,23880,5945,-9967,hiphop
482,482,-2006814,806161,-353218,-231367,171786,-148794,50463,96069,1586,25362,hiphop
483,483,-4092236,-316046,138241,383381,-107064,62275,-125364,-9220,-92803,44936,hiphop
484,484,-870606,-266383,396552,201732,-111498,48504,-93504,-37920,-9214,5808,hiphop
485,485,-1821598,858149,-511921,-80989,-6445,91179,53871,-6080,75987,164,hiphop
486,486,-999510,123376,22789,-118782,-67380,151110,-46701,-50474,21009,2281,hiphop
487,487,-342246,-379189,-175253,-40112,473763,134009,61284,197761,17114,9480,hiphop
488,488,4033944,632115,470608,650305,385405,80932,-165645,144159,32403,-24995,hiphop
489,489,-4014900,-457015,-157759,-560792,24448,-108813,-319269,-22547,92403,40829,hiphop
490,490,5611630,-292041,-155101,318530,-54280,70754,-103543,160378,-50822,-941,hiphop
491,491,-2463456,163001,276585,-724153,29299,251896,241110,-53639,3322,16504,hiphop
492,492,-1444104,76641,255607,24047,-231964,51785,35863,-27112,-42281,-19764,hiphop
493,493,-902686,117797,-175629,328915,-221477,24297,-85506,87500,4183,-5857,hiphop
494,494,562180,-209953,-143262,230170,-103611,48022,-2724,-8638,57464,2817,hiphop
495,495,1226020,-485701,-1325314,-320651,-146214,-211441,45879,-74497,81484,-9872,hiphop
496,496,-2576314,-72458,214640,198486,124507,-132818,59672,-43193,17863,-9168,hiphop
497,497,-2061688,873570,-258292,-106570,62386,-102889,108633,-185978,4627,2866,hiphop
498,498,-99826,-64184,-304916,-306278,-74032,142891,-195201,-121008,-54460,-27848,hiphop
499,499,2242842,402538,465585,-681465,235834,-113700,46819,116594,15634,16387,hiphop
500,500,-1109636,310457,-243575,-92641,4231,76007,69739,600,4842,22507,jazz
501,501,748692,27770,48201,-12010,2966,-24090,20893,-5601,5308,-3077,jazz
502,502,-622608,1684675,374409,-190252,-2437,-31504,4575,-10827,7166,-1946,jazz
503,503,697140,-140780,-162913,18963,-31159,433,-7500,1000,-552,-4293,jazz
504,504,1674058,-630821,-199415,96577,50125,-30973,7968,1411,-10259,3653,jazz
505,505,-925386,735259,351076,307014,-123584,110277,22807,55121,-3651,10959,jazz
506,506,-700256,30980,-159498,123994,65669,75063,-2469,11175,11692,-532,jazz
507,507,46022,-1136292,684787,-145331,97829,-49291,5323,-15926,6714,200,jazz
508,508,-2119448,-22363,-224201,-67542,23835,-55188,-23478,2520,-783,11,jazz
509,509,-355852,-562336,40293,-102877,-7049,-27657,-9368,-13042,-1218,-1151,jazz
510,510,-2617646,79952,-208481,10226,-119301,-12443,-16203,4262,-2408,-598,jazz
511,511,-467002,494935,111851,-160091,128135,-17521,70046,65956,-14810,5658,jazz
512,512,510056,-127958,-47814,-200,3920,-3413,-21822,-12288,-3398,688,jazz
513,513,-1453486,-77053,-144499,66868,-6951,67643,-13353,-20398,-20765,1667,jazz
514,514,-970000,-156590,86625,-180449,37628,25027,20130,6289,6413,1295,jazz
515,515,-2058576,-649093,128486,161046,74025,21871,-23335,-16655,10778,-7355,jazz
516,516,-1915878,-722497,-225495,199668,-41975,70775,46697,37902,12172,5608,jazz
517,517,1273056,-604387,-125418,134223,-47954,6973,35587,3677,-24345,2687,jazz
518,518,-693584,375078,-146402,-29400,-47701,28714,-38161,1244,6469,2026,jazz
519,519,923774,-76923,-115111,-94505,-54866,25570,-10478,6374,-4238,1723,jazz
520,520,1404376,256195,-65228,44632,-20074,435,-2352,-2484,-1320,-238,jazz
521,521,711544,-583552,90523,163857,-122297,-48461,142731,-105603,-8973,-1931,jazz
522,522,-2451444,-6779,147562,13400,7891,-7628,28727,-25914,3593,1853,jazz
523,523,1185740,-1788966,499394,81759,91610,8835,-104401,-47459,-31363,4403,jazz
524,524,-2027630,-362999,-225291,227087,-82616,-107751,28355,20784,-12286,-755,jazz
525,525,103710,277896,-569125,151985,51554,-2089,10979,-28407,-25504,-1465,jazz
526,526,-213014,-88665,117053,-74822,5488,-9915,22662,3700,2818,-393,jazz
527,527,-535550,184086,-72102,208165,57312,17756,29335,6607,5249,985,jazz
528,528,613292,687511,-57779,145711,-116144,-1120,8691,-6160,-14088,-4412,jazz
529,529,654306,369456,-52521,-276152,-95817,-32065,-48054,-10961,41581,2583,jazz
530,530,-356844,48708,116098,16170,43927,-11349,8124,8203,-2313,903,jazz
531,531,-2550038,132308,131820,44213,-20417,-35830,28480,172,-1345,789,jazz
532,532,-273196,236799,22368,-30124,-4996,-10565,-14150,-14179,2485,1448,jazz
533,533,-48954,-791621,-219280,31493,-8222,-4253,-25628,-787,266,-1091,jazz
534,534,2561236,-107134,1282163,184278,-166312,-195813,2551,47533,-45851,-15737,jazz
535,535,-5271518,-189379,56590,-12270,10472,11808,3787,2752,-385,85,jazz
536,536,-423294,-426239,-103837,-502998,-157005,-25348,109605,8329,4821,-4370,jazz
537,537,-3589128,572057,-131058,-23318,-100920,-43803,-204,2034,2580,-2685,jazz
538,538,-4853368,-1010549,523470,-52754,11859,40454,72539,10751,6496,7264,jazz
539,539,1936170,2011760,-235315,-112591,-260600,61273,-63404,5339,-24593,1174,jazz
540,540,-2941848,137983,210342,18354,-53633,45594,507,-24305,-19017,-5321,jazz
541,541,-792664,-394777,1005764,314025,-77642,-280554,-9407,-54139,2311,-16160,jazz
542,542,-5482504,-495456,-928550,-591627,494430,-47936,25916,-16734,7714,-5840,jazz
543,543,1539642,-534439,1028037,-227875,-161957,-19879,-29224,-47950,13769,-11393,jazz
544,544,-16447596,-1279695,-683167,-259245,-5730,-59158,-7808,16812,17458,-216,jazz
545,545,-201676,-1181460,362855,-146696,-3726,-23806,-7768,-14277,-5955,-632,jazz
546,546,571846,-772071,-760156,198450,-16351,-120885,-22984,-58601,-4974,-8775,jazz
547,547,-952018,-242149,33215,-66841,69212,-57160,-3726,-18027,-44052,9683,jazz
548,548,-3492478,409118,-95671,-91130,103564,-5540,13759,-13995,-18410,222,jazz
549,549,785694,878685,-288908,-629093,-84615,233386,183768,-176358,-138991,3874,jazz
550,550,-4871234,153597,-213052,-3529,-314651,-77967,216314,127947,-72270,67650,jazz
551,551,-2116528,380063,-370638,128538,-22937,43944,-25871,-11070,6987,3838,jazz
552,552,2297522,-68005,-85864,-466637,-117810,13133,-8392,216758,42687,49753,jazz
553,553,-1873090,-1271881,-693711,-48632,515526,237575,-162377,-88026,-38888,2301,jazz
554,554,-1936556,-157761,-211933,-592447,22903,-114297,18953,-24160,119653,19415,jazz
555,555,-1690626,47935,-28704,-64983,-33398,-644,-2021,-4702,-2657,-1347,jazz
556,556,1761416,1339507,-1434248,528602,-71995,-102762,-30739,212908,279773,-265021,jazz
557,557,-7790584,-1081105,-176003,190281,-12755,41750,22172,-12989,-10890,17567,jazz
558,558,457448,607814,407338,332623,-18398,-221666,-77359,-30309,-7967,1467,jazz
559,559,-3124508,-335717,310633,-207365,56702,15971,-74195,-123875,16642,-17613,jazz
560,560,-3226968,-604523,255076,-41908,-62719,-84046,-25285,-11931,-14431,1585,jazz
561,561,-2749436,-2842449,-57333,-934189,249895,-215960,-180738,-84978,-61665,-55717,jazz
562,562,-4701828,714240,-25028,248044,45779,65027,35927,16020,30083,-5177,jazz
563,563,2970186,863568,338032,600774,-540542,-67095,-208543,25112,38844,28160,jazz
564,564,-2302920,-221821,-35906,365640,-133833,87407,-85675,-11213,94053,7511,jazz
565,565,1215512,-1782068,-173481,197996,-90512,-144189,-42597,-20533,-17648,-5724,jazz
566,566,-1016962,-3803302,-740389,-424113,-133080,-232865,195377,-22677,56531,3146,jazz
567,567,-4704526,-680978,604230,29286,-6371,-60803,43508,5289,9757,-795,jazz
568,568,1417810,1742976,-780679,-131023,615041,-81278,77409,1157,21151,3098,jazz
569,569,-4793986,-671732,-1420874,851585,46254,-44697,166712,55380,3971,-24818,jazz
570,570,-17315636,-26782,-860126,30627,-132325,34373,-78570,28337,-56368,2969,jazz
571,571,-1228304,-921291,-469245,137980,-10333,-1831,14849,1233,-3777,-644,jazz
572,572,-4741708,-774677,247976,235765,108748,-110593,5017,-31503,-8533,-6054,jazz
573,573,5489178,1604299,202792,380882,72527,359111,-238593,155334,67930,-41493,jazz
574,574,370788,-810022,-103834,-377238,602884,-61868,185002,-61161,61361,-82309,jazz
575,575,-1654886,1648729,663185,768762,131376,-36286,269334,61504,-109807,53147,jazz
576,576,2421558,480783,-607968,-245829,235926,-69074,-45608,1881,-40034,10057,jazz
577,577,-339774,-1467971,243474,683979,-140002,17504,-65403,213380,17291,-206526,jazz
578,578,3396206,-644245,-669371,398271,-120852,-178812,82540,-71627,-20078,-57641,jazz
579,579,-469098,-377391,60336,31623,-246996,24392,-75903,-128419,56979,-18935,jazz
580,580,482228,123361,239543,429963,220031,58019,-119269,101283,28882,-24081,jazz
581,581,-1741302,-80641,10580,-114771,-5932,19599,-88307,-68101,99149,14801,jazz
582,582,-2065190,-24749,-50511,-138808,240793,177890,-210865,-293672,-225218,91624,jazz
583,583,-435622,-356557,147763,-85867,-1393,258781,108225,122210,245866,81718,jazz
584,584,1012294,93436,-117630,36990,-26018,34893,-34030,-55027,29415,-4851,jazz
585,585,-428746,338135,-12973,128290,69452,-15629,-109794,-16368,-68380,-120766,jazz
586,586,271142,-357425,658372,261990,380034,264511,19646,-144484,49517,-3810,jazz
587,587,-557940,-111816,196767,47892,17886,9185,-23201,1099,-3705,-1929,jazz
588,588,3273978,-108144,-307382,-62724,-11190,-2994,47551,39758,-147857,-47791,jazz
589,589,-1599872,-466197,204179,-76031,13921,-117035,-159939,-79567,44827,-23350,jazz
590,590,1745390,-693396,124184,30628,21703,82839,8401,19481,-15601,-7560,jazz
591,591,878096,-459470,-427684,274362,318922,-103809,151835,79321,34549,-69826,jazz
592,592,536532,-294051,-347877,-484565,29677,-18967,-61854,34664,-16136,146,jazz
593,593,-562774,-236287,-3663,75708,-13063,-30083,20880,21269,33758,38638,jazz
594,594,-766220,254064,-2099,-16736,9402,-4527,877,3450,2581,-853,jazz
595,595,-1434590,182035,-16413,41280,-151782,53403,-7302,19863,-5277,-4619,jazz
596,596,281668,-218587,-105492,121435,1058,30299,-25831,15712,-27597,4493,jazz
597,597,-249682,-23280,-50088,-13417,3581,4455,-5612,-950,1029,121,jazz
598,598,839476,67176,70174,53785,-71828,124738,5267,42104,41343,335,jazz
599,599,-79288,76376,17986,23834,-10512,2839,27061,1713,-2205,-2096,jazz
600,600,4863646,1651901,150770,-458931,11079,-6813,126874,-32497,-91863,-367684,metal
601,601,-1208964,-560927,70562,288545,25866,-53149,-109737,68838,-64798,-6604,metal
602,602,-556814,1646549,292243,-504277,-426265,-321827,142109,66527,-124886,-46593,metal
603,603,-8915490,1308085,49087,707643,-332884,386226,-123861,-39901,-60033,-72384,metal
604,604,-1679098,-471618,328476,-167906,-21818,166688,-212145,-149067,-179286,47314,metal
605,605,-4984166,-422859,-699676,-309106,-274585,48954,-337619,-89637,-10274,-14168,metal
606,606,-911664,426459,272691,103967,210302,-138885,-5930,39567,-104600,-55530,metal
607,607,801686,926618,426038,-396602,-351859,-40572,-277093,43397,194007,-61163,metal
608,608,-731112,485900,-115069,-46279,20966,107560,109245,-30114,-61101,-107417,metal
609,609,2341560,627780,-9528,36083,-568218,-135206,118852,-214925,75024,-25706,metal
610,610,-494542,790940,-23590,602670,-497508,-519675,-537609,319359,81434,49931,metal
611,611,-5522494,704684,-1112772,-898485,1078415,-1157955,34358,264457,270289,17722,metal
612,612,1072144,-155068,976517,271354,-427885,209706,102729,12552,-15450,-251,metal
613,613,1440930,-205147,262924,74211,-317017,-319676,185375,244362,-125344,11210,metal
614,614,548392,-367915,-304486,661337,321264,170244,-70266,-18725,4010,4160,metal
615,615,1901986,-322004,586120,-366108,509617,20109,-372289,-32631,-6420,58773,metal
616,616,3873054,1320102,-1943313,559779,-10692,227253,-26070,-95148,-177211,25531,metal
617,617,-8377604,939093,24176,104844,485961,-287784,7811,149967,-66043,-19385,metal
618,618,-2607660,-422239,298195,271180,286438,162225,31138,-38004,2127,-423,metal
619,619,-1382212,-48507,25120,-395178,354026,-147123,-128031,-62693,-7469,52561,metal
620,620,-6959646,-60876,-501405,-545806,-365156,-5801,178382,7534,-81134,-359,metal
621,621,-5912266,-826048,-452005,672211,59355,-340672,-137479,-285075,-102561,9515,metal
622,622,4236406,-538420,-54331,1200228,360626,112475,-135091,432320,-36940,-2986,metal
623,623,-560888,-41473,-121658,1912208,535523,-54492,-328301,-9992,248632,150358,metal
624,624,6290384,-531811,-201818,-944066,291166,80179,260803,219399,-58527,87170,metal
625,625,-575162,-271513,302456,-95554,-332746,3102,47148,-2047,13769,-25949,metal
626,626,-8798506,152361,932240,-220463,871679,781476,-365735,-81353,-75628,3625,metal
627,627,-1177968,-180137,87554,285785,487619,-101311,416218,93554,55923,-18566,metal
628,628,-709404,-172080,-1851694,468581,-386154,168888,-123710,137137,-75527,-2212,metal
629,629,-3917310,1085898,-219106,351414,-606426,-49921,-61161,-117381,-2260,-43665,metal
630,630,-17673754,504715,244879,-269826,159863,255226,80488,-89986,36585,1418,metal
631,631,701330,247232,-666367,-1134636,-165499,302705,222576,484166,115076,82169,metal
632,632,-6353796,57045,-786832,-416557,-490657,-172932,-30432,-36288,-26687,5651,metal
633,633,-4292226,962015,-318604,-178287,1028917,-275450,243959,-219255,182246,123503,metal
634,634,-275352,440739,215961,-297582,-272013,204206,218327,145722,-61646,1531,metal
635,635,5519506,-1637354,-637737,40171,417470,-51735,505157,900871,-71256,83366,metal
636,636,-3000816,-415252,684213,-282064,-48205,187884,29309,57222,40759,17826,metal
637,637,-2569700,-1272750,163993,-464050,128238,-166464,-230684,224886,11257,28731,metal
638,638,-2393556,-25814,-1025115,441109,-103562,109903,617154,253114,49431,77911,metal
639,639,202150,43318,-484887,-254089,387839,-119060,-127622,-74878,1468,4357,metal
640,640,-3824676,-232031,904738,777548,-202129,96845,328333,-175342,-85816,-21194,metal
641,641,-4623028,328231,946717,-204459,-39164,-303819,46815,-48551,48634,2182,metal
642,642,-4078756,-340756,-1275396,39253,343891,24680,108966,97194,-21356,-9560,metal
643,643,-4218558,1056855,680375,-364676,394848,-236754,-5345,94978,96509,-20616,metal
644,644,-2564854,760677,-182577,-420940,-348290,-56061,36258,314397,-48562,-49778,metal
