,data,rate,genre,DCT,NRG
260,[-2074 -3403 -3432 ... -1798 -1874 -1869],22050,country,"[-71710.           3254.11817123   7456.06431641     97.41612918
   2564.04477188    974.39314448   1593.03324184   1115.59743472
   1434.04477188    470.97281142]",
261,[  659  1147  1166 ...  -869 -3050 -4162],22050,country,"[20606.           920.49161778 -2659.13629784  -382.86716658
  -917.67449522  -502.04581464  -507.85741061  -447.19579723
  -430.67449522  -127.84300252]",
262,[ -54 -271 -699 ...  -99  233  -84],22050,country,"[-14752.           2102.39689135   4207.9567758    1158.7187172
  -1060.94308567   1450.98311499   -322.40467275   -674.56550335
    200.05691433    -55.56642287]",
263,[10975 16473 14385 ...  2775  2778  2423],22050,country,"[254942.          18300.00715485  -7942.20031813  -7765.92843284
 -12727.286985     1121.47135496  -9563.89873988  -8730.54911242
  -5758.286985    -2906.16549838]",
264,[1409 2215 2012 ... -655 -634 -526],22050,country,"[38808.           116.03243619 -1570.93336267 -1298.40091211
  -907.5518028   -984.29263941  -928.83172322 -1018.21479108
  -921.5518028   -348.13529611]",
265,[ 891 1557 1630 ... 2618 3274 3489],22050,country,"[37086.         -3883.25427443 -3378.94619522  -583.43445751
  -857.16481179  -793.37380849  -453.27983611  -609.77375849
  -775.16481179  -171.8267656 ]",
266,[-1462 -2128 -1415 ... -3494  1521  5844],22050,country,"[-22652.          -3547.30916981  -4277.706253     1757.6705181
   -157.84597135   1318.04704013   1630.42608329   1916.87562178
     28.15402865    449.36828352]",
267,[ -861 -1296 -1068 ...  2223  2192  2006],22050,country,"[-19100.          -1653.35522418    631.87548438    317.03491661
    516.6563146     545.88643508    653.38608207    654.42550033
    556.6563146     207.22120756]",
268,[ -398  -555  -574 ...  -604  -825 -1043],22050,country,"[-13508.           1849.92218338   1698.06649059  -2612.18896514
   1066.48913033   1001.26320216    710.36623902   -850.80238205
     60.48913033    246.66583168]",
269,[  966  2110  2657 ...  -695 -1423 -1681],22050,country,"[ 61068.          -4963.78024648 -14261.2893668    -392.84152601
    168.7964545   -1238.85108064  -1117.25807065   -958.1582091
   -665.2035455    -136.24260129]",
270,[ 2631  4725  5366 ...  -426  -674 -1213],22050,country,"[113734.         -10285.80832181  -9938.20400833  -6531.13486332
  -3193.55016345    439.8204179   -2348.99789034  -1900.81513791
  -1685.55016345   -572.70793229]",
271,[  815  1246   908 ...  -794  -863 -1053],22050,country,"[ 7142.          7009.76962912    96.82443676  -244.15773199
 -1030.07464184  -705.69256762  -684.06873079  -599.57664065
  -591.07464184  -189.98052685]",
272,[ -216  -305  -264 ... -1072 -3035 -3074],22050,country,"[ 13982.         -12080.40078282   1518.40439116    873.64385127
    722.6512896    -250.31580054    286.51894337   -160.28177435
    151.6512896      51.2357328 ]",
273,[ 3058  5053  4478 ... -1966  -270  1339],22050,country,"[75388.         10897.70572426 -9871.2892817  -2592.72183577
 -1994.42363228  -622.25396744 -3324.93201689 -2978.02192256
 -2323.42363228  -648.26603991]",
274,[ -849 -1497 -1870 ...  3160  2685  1729],22050,country,"[-3.69380000e+04  2.71140167e+01  8.27905055e+03  1.83499505e+03
 -1.53710643e+03  1.78332330e+03  7.50537751e+02 -1.14734867e+03
  1.77189357e+03 -2.67763005e+02]",
275,[ 2584  5323  5782 ... -1555 -1192  -894],22050,country,"[ 78486.           2807.22254938   9921.86350767 -20277.28607126
  -3120.271523    -2572.45446996  -3638.66383925  -1029.21387752
  -1848.271523     -154.7835162 ]",
276,[-4953 -7780 -6438 ...  4834  5230  4973],22050,country,"[-101424.          -16400.85789382    3139.84991491    4035.63603928
    2812.7393671     4222.84169725    4663.82112777    3521.22033806
    3329.7393671     1077.49591003]",
277,[3071 3735 1572 ... 3056 1773  747],22050,country,"[-6.60120000e+04  6.91391268e+04  5.40199239e+02  3.10122362e+03
 -6.05967816e+03  4.52548340e+01 -2.26062155e+03 -1.95004127e+03
 -2.10867816e+03 -7.21194862e+02]",
278,[ -1119  -1379   -848 ... -10444 -11087  -9171],22050,country,"[-11414.          -5368.36297435  -1461.0671365    -427.56373913
    467.7859514     527.50165877    369.28014112    677.79119871
    844.7859514     335.7369738 ]",
279,[ 3353  2389 -1712 ...  2299  2250  2086],22050,country,"[-1.33632000e+05  7.88255878e+04  2.53240572e+04 -3.45728699e+01
  2.27253910e+03 -2.04212438e+03  2.81378993e+02 -2.43541965e+03
 -2.72646090e+03 -1.11645462e+03]",
280,[ -316  -577 -1259 ...   980  2013  2706],22050,country,"[-5.91440000e+04  2.31786854e+04  5.66558043e+03 -2.58910814e+03
  7.49054542e+02 -2.26274170e+01  4.15479647e+02 -9.80456526e+02
  7.60545418e+01  1.57976042e+02]",
281,[ 3495  5504  4453 ... -2600 -3482 -3110],22050,country,"[ 79070.           1848.58888881  10608.84571033 -12077.02483515
  -3360.92518509   3930.09948983  -4754.47764686  -5824.35501307
   -795.92518509   -734.6202645 ]",
282,[ -482 -1626 -1955 ... 11983 14141 15474],22050,country,"[-1.89500000e+04 -3.35414858e+03  9.94296483e+02 -5.42007335e+02
  7.22641076e+03  1.54856385e+03  1.03246526e+03 -4.92169544e+02
  5.86410757e+02 -4.94894687e+00]",
283,[-1542 -2685 -2056 ...  1904   882  -124],22050,country,"[-45086.           8763.28553216  -8069.06569307  -3049.94963442
   7582.12782438   1166.72618896   1886.97743518    705.9461521
   1485.12782438     74.39045425]",
284,[  -60  -327  -480 ... -9503 -7385 -5584],22050,country,"[ 7656.         -8142.00271591   680.8231847   1902.84130615
  1439.72519831   313.95541085  -501.88623329   591.21056403
  -308.27480169    37.79955975]",
285,[  945  2454  1591 ... -5116 -4539 -3893],22050,country,"[-21484.          16988.15098739  17925.27692952   2446.74056357
 -16097.28122686   -715.59206256  -4062.62562883    759.66643979
   -825.28122686     77.08141363]",
286,[ 2136  3398  2562 ... -3853 -3527 -3605],22050,country,"[50374.          2880.17406714 -2715.68149767  2335.48302254
 -3432.06176626 -1062.07438534 -1194.71084503 -2948.59327853
 -1684.06176626  -517.86298593]",
287,[-2481 -3908 -3543 ...   180   635  1725],22050,country,"[-41726.         -19371.43534403   8775.77226882   2308.39931559
   2037.91513509    623.66818101   2290.36811143   1608.63068706
   1720.91513509    542.32888975]",
288,[-1933 -3095 -2407 ...  -217  -524 -1383],22050,country,"[-64774.           5928.19455714   8091.00566985  -7963.66481797
   3774.26841738   1531.59328805   1488.63267818   2407.99890239
   1516.26841738    187.04343264]",
289,[-625  363 -151 ... 6154 7029 7077],22050,country,"[-2814.         -2134.64222664  1461.83191149   632.0056129
  -981.87657444 -2425.37625947 -1301.9802082  -4673.11269671
  1865.12342556   842.45426779]",
290,[ -655 -1622 -1455 ... 10313 11064 10677],22050,country,"[ 23034.         -26346.58141423    291.1849201   -2475.854692
  11023.53959424   5946.76802978  -6391.67672386  -5934.16908706
  10791.53959424   -784.54354485]",
291,[ -549   989  3768 ... -6968 -3012   186],22050,country,"[110228.         -32162.21550777 -29284.34390784   3074.20509472
  -4465.24137301  -1994.04112295    980.06218552   1023.26834692
    690.75862699    272.02675862]",
292,[-4665 -7259 -3916 ... -2426 -6705 -3048],22050,country,"[-74772.           7444.43413778 -35871.04805251  -2166.62787776
   9890.16327941   7441.59176521   5980.74548989   2791.68432412
   4141.16327941    660.34433598]",
293,[ 656  786  662 ... -463 -228  122],22050,country,"[ 7578.          7035.5917725  -6482.16697836  3470.04496417
 -1006.35328229   383.2518754   -846.55552955   255.82188724
  -525.35328229  -114.71494859]",
294,[1638 1622 -410 ... 1173 2194 2423],22050,country,"[ 50352.         -36273.793634    23966.04263781  13477.52635777
  -3381.1469112   -5594.62885275  -1293.94369377    452.11741983
  -1547.1469112    -291.61020624]",
295,[ -673 -1204 -1356 ... -5147 -3293 -3898],22050,country,"[-17818.          -2973.30716112   2033.92341906    624.11845205
   2955.24566487   -886.71190361   1038.85539196    780.42781561
   -345.75433513     21.09758474]",
296,[ 1335  4202  -142 ... -7099  5622 11563],22050,country,"[-32080.          36744.70651004  12645.10533769 -13244.09396725
  -1067.4066379    9956.06347911  -8061.97469598 -17187.56653716
  -2132.4066379    -663.2307352 ]",
297,[-1942 -2877 -1700 ...  3018  3077  2187],22050,country,"[-58172.          14004.30387564  -4581.78003265  -9383.33165688
   5969.12206624   1730.99740034   2296.81120957   1370.55963517
   1535.12206624    335.61028305]",
298,[ -5818  -7828  -5135 ... -22786 -23447 -21324],22050,country,"[-116640.           -7792.91999624    5225.62355353   -5182.67952689
   -1088.11428177    2061.92337394    5172.18942777    4686.59485873
    5016.88571823    1208.86371601]",
299,[-4239 -7052 -6818 ...  3900  2607  1434],22050,country,"[-128910.           -4368.37424568   16376.40082658    2226.96005304
    2536.23589491    3387.04148188    3360.27022236    2738.74981341
    3246.23589491     971.58881807]",
300,[-7603 -7592 -6485 ... -5708 -4672 -3479],22050,disco,"[-134226.            3345.36307521  -14782.18996132     241.11790174
   -1481.55801404    2583.76817846    1163.17666216     648.9850477
     296.44198596    -483.56846497]",
301,[-6153 -7764 -5093 ...  1226  3465  3152],22050,disco,"[-80644.         -26853.78203251  -3740.43110889   5746.13590799
  -1040.96793063  -5931.21168059   9212.31241978   5166.29172271
   2756.03206937   1130.66817122]",
302,[3087 3246 1906 ... 1857 1591 3386],22050,disco,"[47006.          7622.87678951 -4090.46298127  5335.90767477
   991.04567809 -1582.5049763   1157.3299438    347.44025475
 -1406.95432191 -7108.98108084]",
303,[-11036  -6158  -7126 ...  -4961  -4266  -3712],22050,disco,"[-168058.            3649.19011238   -2289.40745794  -10605.53803617
   -9533.84342579   -2074.651296     -5844.21624271  -13525.77613179
    1940.15657421    -972.1967495 ]",
304,[   86   567  -591 ... -4770 -4733 -1065],22050,disco,"[-29620.          10595.18281517  14867.01522741  -6573.17199403
  -5086.8183008    3487.45064481   2038.37759698  -4022.4138129
  -1511.8183008   -2127.80313185]",
305,[10663 11533  8668 ... -6507 -6578 -5202],22050,disco,"[148258.          34342.07129935 -16621.92773214  29253.9156601
   6317.39833421 -22637.31649291   1834.6712151   -6516.37362301
   2783.39833421   1538.52664163]",
306,[-6543 -3443 -2822 ... -3444 -9067 -7008],22050,disco,"[-37672.         -43603.5932545   14620.09139443   5509.62643854
 -18521.13916758  -7919.59594929  -3563.43270155     62.82611777
    549.86083242    889.35070865]",
307,[-5179 -4747 -2227 ... -5535 -4449 -2573],22050,disco,"[ 23260.         -43284.90863139 -31833.48402023  11766.06329345
  -3941.73598144  -3863.6314524   10097.97777448  -2078.26856613
   1048.26401856  -1733.15640213]",
308,[  659   699   791 ... 10755  5958  2328],22050,disco,"[23546.         -6702.8238158   -113.0603308   2759.03116577
   420.80605139  -264.45793616 -3679.01921191   907.77897811
  1687.80605139  1034.70249232]",
309,[ 2356   438  -216 ... -1762 -2855 -2604],22050,disco,"[ 4.79620000e+04 -2.19185035e+04  9.74568291e+03  6.20907327e+03
 -3.45051115e+01  7.15733484e+03  4.88495543e+03 -4.85909603e+03
  2.72449489e+03 -7.26764293e+02]",
310,[-5632 -6238 -7208 ...  -945  2063  3111],22050,disco,"[-1.41866000e+05  5.84346367e+03  4.11068192e+03  5.24951253e+03
 -1.78691943e+02  3.54967604e+02  1.97012288e+03 -2.25857314e+03
 -8.06919427e+01  2.58893717e+02]",
311,[-12392 -10018  -4739 ... -11188 -14841 -13107],22050,disco,"[-61644.         -30156.81753498 -57806.92210878 -14219.79308864
  -6536.33419547  17080.87140634  -5452.41655686   2084.49298371
    865.66580453  -2965.2962211 ]",
312,[ 3759 10284 14151 ...   137    95   207],22050,disco,"[236618.           2454.02889493 -58691.24045726  -5493.465742
 -18030.51080356  -3904.64364571  -4787.14513966  -6423.06981458
   4030.48919644  -3816.86500695]",
313,[ 3859  1344  1314 ... -5772 -5315 -7282],22050,disco,"[13200.         21666.46299028 -7054.04820738 10176.30055199
   399.08706432 12809.94644798 -8334.16875806  6768.30124404
   -65.91293568  4458.04877008]",
314,[ 6873  4463  4852 ... -5544 -6233 -7148],22050,disco,"[ 11400.          48439.87240761  -3778.77324428  23427.61774028
   5025.38709797 -16814.99925662 -11719.71065207  27492.9776657
   4520.38709797  -8049.42899983]",
315,[10338 11716 12878 ... -1904  1102 -2667],22050,disco,"[270654.         -21654.88912522   -458.37465927  -7035.53277803
  -3627.98593817   -453.96255352   -606.61575296   -483.97690641
   -709.98593817   1263.83933221]",
316,[2289 3009 5581 ... 2444 4266 1722],22050,disco,"[ 70382.          43745.39148891 -70051.39353562   3973.21757718
   8670.84398586   1189.35360596    404.62787503  -5025.60893699
   6064.84398586   -712.10138267]",
317,[-1704 -1646 -1551 ...  2615  1440  1620],22050,disco,"[-18620.          -8833.86553157   1223.14330849   -255.92911492
    221.52475842   -277.18585823    253.87092568   -189.90137308
     91.52475842    -93.62439211]",
318,[13169 10470 11392 ...  2270 -8536 -9111],22050,disco,"[191016.          23609.29860657   7278.94796772  -8154.81024076
   7660.82360583    760.84689656   6864.42725093   4302.58189858
   2707.82360583  -2262.7439645 ]",
319,[-2669 -2258  -767 ...  8378  6649  3769],22050,disco,"[-15896.          -1473.55663304 -22103.37576584   6222.87181597
  -3704.83162949    619.42554032   -333.35379718    525.24244822
   2808.16837051  -1027.01002028]",
320,[ -28 -206 -352 ...   14 -129 -116],22050,disco,"[-9786.          2667.15421614  1365.4028049    209.8677501
   439.73140955    12.72792206   168.30086269    22.27656688
    47.73140955    29.25182672]",
321,[-1515  -602   447 ... -6455 -9846 -7589],22050,disco,"[ 2.83160000e+04 -1.25835319e+04 -1.61179938e+04 -1.33087183e+03
 -1.14069460e+03  1.68008571e+03 -1.49205363e+00 -5.64942607e+02
 -1.00369460e+03 -3.96959871e+02]",
322,[-3409 -5634 -6039 ...   329    -5 -3408],22050,disco,"[-83884.           -455.64532582 -13044.79286936   7901.01388421
  17151.25564876  -5147.73736704   4889.26057759    865.72956777
    983.25564876   -881.21464699]",
323,[ 4509  8643 12115 ...   849  3123  4393],22050,disco,"[118962.          10940.89250991  12685.43462157 -15870.66743817
 -10250.77206264 -21882.1264506   -9611.6145086    5463.49648757
  10378.22793736   3882.14171354]",
324,[ 3476  2784  2035 ... -1074  -139   780],22050,disco,"[ 4.59300000e+04  1.38199974e+03  6.53205183e+03  3.68757356e+03
  4.22954322e+02  3.60624458e+02  1.34002944e+03 -1.29162589e+03
 -7.04567809e+00  8.67767536e+02]",
325,[1004  833  718 ...  202  157 1152],22050,disco,"[14448.           428.25860816  2801.92354352 -1561.90269696
   676.22985674  1071.97388028  -463.24340933   313.56335297
   -27.77014326  -298.36982664]",
326,[  -773   1014    -47 ... -10792 -13556  -4044],22050,disco,"[ 24634.         -10054.07065211  -5142.3396519   -2225.84078349
   3547.12681121  -1364.71608769   -862.29513769 -12296.80130614
    585.12681121   4865.66683675]",
327,[-5195 -5089 -5213 ...   881  1285  1084],22050,disco,"[-1.05424000e+05  1.15472256e+03  1.13817475e+01  2.62244105e+02
 -3.99701993e+02  2.82842712e+00 -2.82117805e+02 -4.81833965e+01
 -2.57701993e+02 -2.19212666e+02]",
328,[ -514   600 -1474 ... -3906 -1869   524],22050,disco,"[-5608.         -2584.31104013  3475.57462773 -2588.55766032
  7002.35282919 -1875.24718371 -4326.35539537 -3046.85380516
 -3263.64717081 -1194.37664789]",
329,[ 3598  3273   178 ...  -294   465 -3302],22050,disco,"[ 4862.         16941.81468031 13309.97359033  7146.32984553
   760.26876352  -120.2081528  -2540.95710801  3014.58615863
 -7025.73123648 -2839.86537868]",
330,[-3356 -2020 -3930 ...   478  2438   -18],22050,disco,"[-74272.          13935.20954862 -17458.87970093  20609.00939336
  -8676.54241983  -3515.73491606  -1800.17904343   4481.26891738
  -9245.54241983  -3578.87462069]",
331,[-643 -186  304 ...  507  400 1047],22050,disco,"[ 2536.          1393.81398334 -8696.71520325   534.33208305
 -1516.46473847   -65.05382387   329.31698041  -383.48205731
    20.53526153  -208.71347968]",
332,[-558 -301  -89 ... -403 -284 -181],22050,disco,"[-9350.          -453.3638059   1895.09472381 -1435.07397795
  1499.40042666 -2063.3375875  -3334.28267965  1096.84052644
  2344.40042666    15.89958739]",
333,[-1837   402  2055 ... -5292 -5259 -5435],22050,disco,"[  3044.          -1599.64427381   4616.82366025 -15901.24299378
  -9793.38161987  -2667.20677864   3639.32195472   -332.29285787
  -1760.38161987  -1087.23452243]",
334,[-1032 -2838 -4676 ... -3957 -3109  -793],22050,disco,"[-4.11100000e+04 -1.12264114e+04  5.48372132e+03  9.39661824e+03
  7.65603692e+03  2.73650324e+03  5.63925532e+03 -1.09622935e+04
  3.60369213e+01  8.03866737e+03]",
335,[-2790 -2868 -3181 ... 20398 20768 23079],22050,disco,"[-6.98100000e+04  5.62769087e+03  4.15421765e+02  1.88277045e+03
 -1.63309977e+02 -4.87903679e+02 -6.39512078e+01 -2.99567164e+02
 -9.83099767e+01  3.51810154e+02]",
336,[ 8641  8128  4364 ... -1554  3028  8533],22050,disco,"[119702.          14811.44682771 -11922.57723658  21713.70565666
  25077.72579923 -12969.75258052 -12489.17899774  -5176.68390642
   7671.72579923    799.17536188]",
337,[-533 2483 2598 ... 7868 2148 3847],22050,disco,"[ 60816.           1605.63509807 -34369.40816651   1842.18540641
   3718.24374549  -7144.60691711    195.22367654  -9975.06687151
  -1629.75625451   4368.08674012]",
338,[7142 6342 5688 ... 3564 3305 2869],22050,disco,"[77426.         29086.41892369 -1173.46594742  7210.02138789
 -2845.19450868 -2744.98852457  2179.42255431  7683.83883933
 -2188.19450868 -7542.34542255]",
339,[-1370 -1152 -1160 ...   530  1055  1894],22050,disco,"[-27170.            269.05142981   1920.81755405  -1038.97134473
  -1367.90243257    244.65894629   -479.43709083    -90.92396687
   -107.90243257     52.86497134]",
340,[-6200 -7943 -5524 ...  5893  4544  1887],22050,disco,"[-95088.          -8358.84912788  -9021.48840953 -21485.42592652
  18723.69288976   4401.03260611   1782.02044791   3365.25861762
   1597.69288976   1245.23108303]",
341,[ 1645  2081  2495 ... -3628 -1502   900],22050,disco,"[ 7.53760000e+04 -1.82475517e+04 -1.49739061e+03 -2.70845005e+03
  1.53747360e+03  1.15965512e+02 -3.97078525e+02 -1.83689007e+03
  1.19947360e+03 -4.42909272e+01]",
342,[ 3976   641  1587 ...   606   195 -1058],22050,disco,"[22986.         18350.31760995 -9403.33370305  4294.51625698
  8024.40527859  4193.14321244  6027.88480888  3027.53151501
  1796.40527859  2107.54517343]",
343,[ 2013  2092  2107 ... 16565 19237 16904],22050,disco,"[ 3.07740000e+04  7.71207147e+03 -2.82309563e+03  3.65102360e+02
 -6.90187284e+02  2.72943218e+02 -2.59578659e+02  3.38613859e+01
 -5.21872843e+01  2.68201446e+01]",
344,[-8592 -5626  -511 ...  3814  2979  2243],22050,disco,"[ 33922.         -67419.93104211 -14030.45128703 -19363.57682429
 -11219.75737464   2397.09198822   -414.68865705   5005.44032421
   -975.75737464   -252.30538625]",
345,[ 2578  3946  4752 ...  -811  -883 -1109],22050,disco,"[  3746.          38244.69727936   7050.41881642 -19117.51039775
   -982.72638455  -5024.70078711    913.85967909    302.08713479
    694.27361545   -506.02526147]",
346,[1570 1785 5857 ... 1612 1587 -221],22050,disco,"[ 94332.           2155.23939274 -27762.29359505 -15351.44714958
  -8433.63914715  16566.09766964    435.55061967   1992.70935293
   2700.36085285  -2551.46056377]",
347,[  29  422  550 ... 2727 3034 2254],22050,disco,"[ 7.15000000e+03  3.00355285e+00 -8.23992552e+02 -8.71410001e+02
 -1.54349607e+03 -3.04055916e+02 -1.59644214e+02 -1.46947384e+02
 -3.03496075e+02 -6.27857956e+01]",
348,[-4499 -4773 -1483 ...  2287 -1162  3564],22050,disco,"[-13148.          -4506.12940061 -42001.38737577  -9687.98636279
  12992.88966395    130.10764774   6376.80707801   -381.17866911
   1326.88966395    151.89760236]",
349,[ 7772  3284 -9923 ...  2754  3651  3033],22050,disco,"[-54994.           6804.59688911  60433.39393597  24332.4249854
  39656.9550959    2224.55793361 -14266.38907991  -2512.54047113
 -13401.0449041   -4145.51177628]",
350,[ 6309  1099  -810 ... -4792 -3998 -2450],22050,disco,"[-61924.          66759.38869488  -4613.3205777    8096.72970191
  27010.80783856   2757.71644663  -5159.14850022   5762.12242599
   5872.80783856    558.33177207]",
351,[-6375 -7111 -7857 ...  -186  -444  -150],22050,disco,"[-188852.           22823.1554876     1421.52260571   15571.32907578
  -13942.47252295    4867.72308169    2374.25430008   -2653.19104388
    1013.52747705    1541.87991989]",
352,[-4784 -3165 -3668 ...   770  2007  2013],22050,disco,"[-2.01080000e+04 -4.17182446e+04  1.28208485e+04 -1.63815994e+03
 -4.93310434e+03  1.33501760e+03 -4.83314529e+03 -3.07959285e+03
 -8.91043387e+01 -1.06056630e+01]",
353,[  587   161  -716 ... -1312 -1590 -1346],22050,disco,"[  8406.         -10403.37653844   8237.28139457   4327.05525275
   2931.35904043  -3604.83037049   1447.60326976  -1042.09425462
    163.35904043     12.53010672]",
354,[-2622 -2474 -2739 ...  2710  3304  3461],22050,disco,"[-5.45740000e+04  1.43936423e+03 -1.28829146e+03  2.64436778e+03
 -8.20948111e+02 -4.10121933e+01 -1.19050624e+03 -1.65806873e+02
 -2.38948111e+02  3.61061944e+02]",
355,[ 3281  2450  1905 ... -5184 -6840 -4403],22050,disco,"[41884.          4583.37864787  1427.07203488  3850.14833902
  1521.43532162  1714.0268376    -59.07966874   205.16144717
   144.43532162    47.31509695]",
356,[-1448 -1251  -751 ... -2879 -2815 -2703],22050,disco,"[ 27704.         -34401.90321285  10086.75633631  -5155.65206244
   -972.37575477   3105.61298297  -1625.7218741     149.04485898
    330.62424523    149.66888322]",
357,[ 123  158 -662 ... 2411 1744 1081],22050,disco,"[-37866.          17798.37348293   5375.0421449   -2263.99074133
    316.63429523    926.30988335  -1696.14472867   -593.24524828
   -560.36570477    110.66779508]",
358,[ -629 -2744 -4468 ... -5678 -3546 -4307],22050,disco,"[  4894.         -38289.88234634   8187.41566021  15704.81330635
   8501.10151315    496.38896039    486.2404826    -766.30010585
    414.10151315     46.48724389]",
359,[-1745 -2609 -2207 ...  2497  2492  2971],22050,disco,"[  9610.         -17473.33595017 -22168.45754261  10374.75526597
   7070.51334912    292.74220741   1290.36242259    615.5983634
   -534.48665088    273.33971322]",
360,[2741 1485  224 ...  -70  268  527],22050,disco,"[  5314.          11444.6700507    7680.90984627   6301.41363628
 -10217.15103     13133.80135376   5112.44647244  -8244.60997761
    675.84897       240.39952651]",
361,[-1182 -3463 -6594 ...  3004  2741  2488],22050,disco,"[-138650.           13336.80591363   40585.75562812    1724.12832488
    6518.15961372   -2453.66053072    1383.41790295    -691.9757271
     693.15961372    -349.45548292]",
362,[-2012 -1033  -171 ...   601   285   283],22050,disco,"[ -676.         -7729.93975315 -8733.89989677    62.60329507
 -4235.98091318  -463.86204846   240.61918693  -663.20207527
    97.01908682   -76.20529831]",
363,[-2869 -4791 -5350 ... 13278 19253  9345],22050,disco,"[-69658.          -5395.39276243   -464.03964768   1465.03210285
   2974.81728763  11629.07812339   2039.56789673  -1779.03814644
  -1311.18271237    -74.92095962]",
364,[ 1086   198  1114 ...  1447  -249 -1129],22050,disco,"[-2.84780000e+04  3.62433187e+04 -1.28995985e+04 -8.07180801e+03
  7.36069324e+03  3.53553391e+01  4.11416794e+03 -2.53679932e+02
  1.40469324e+03  2.88290534e+02]",
365,[-6993 -4792 -4282 ...  -686   -83  1304],22050,disco,"[-77250.         -15314.0165949   -7307.88959687  -1187.6878021
  -2319.7352483   -4583.46615565  -5218.37519157   -359.66844685
    790.2647517    -428.29898913]",
366,[-1079 10156 15773 ... -6096  -568  2547],22050,disco,"[142082.           9059.80703571 -27198.78883711   1583.10338481
 -55432.52675952 -25143.30292543 -12517.18142371   4544.78143408
   5646.47324048   -946.77867803]",
367,[-3404   734  2448 ... -1352  -342   839],22050,disco,"[ 55796.         -18672.50748898 -23178.89294399 -17189.9441688
   4879.17486178  -7127.63635436  -8048.11418228   1675.46766011
  -2848.82513822  -1225.28024046]",
368,[ 1428  1583  1815 ... -1665 -1456 -1077],22050,disco,"[ -8610.          41423.95223371 -12316.73400036 -27510.42611355
   8879.89723451  11733.72992701   6947.96290752 -11735.19208791
  -1825.10276549   1429.86539595]",
369,[ -265 -1398  -666 ... -1291 -1297 -1226],22050,disco,"[-1862.         -1207.18749791 -9401.27952202  3046.02960504
  -249.97295563  7493.91766702  -308.53419402   386.73678617
  1766.02704437   407.31394321]",
370,[-1983 -2032 -1120 ...  -448 -2041 -1995],22050,disco,"[-20512.          -4093.37464151  -3924.93414588  -2541.5545335
  -6441.1820862    6703.37228565   3296.84044966  -2246.74422827
    119.8179138    -111.73616368]",
371,[  443  -127  -182 ... -3466 -2418 -3469],22050,disco,"[-3110.          2336.60102214  1284.10457952  3305.99158905
 -7708.29116989  6908.43325219  3753.48643648 -2655.50011483
  -263.29116989  -370.26263197]",
372,[1533 2432 2312 ... 6526 7047 7043],22050,disco,"[ 7196.         20037.00295056 -1824.18965419  -923.0900039
 -4129.09118311 -2378.70721191  -102.23553958  -339.46143758
  -817.09118311   -74.93688272]",
373,[-3253 -4132 -3919 ...  2994  2312  1631],22050,disco,"[-6.30500000e+04 -5.59627773e+03 -4.23104246e+03  6.33572196e+03
  4.10574868e+03 -5.60452835e+03  5.63379310e+03 -2.19531672e+02
  1.07074868e+03 -8.05779286e-01]",
374,[  554   506   437 ... -4296 -2550   321],22050,disco,"[23434.         -5525.10697428 -1741.8319502  -1782.2221805
  2890.7603733    705.69256762   721.48905553 -1394.75465725
  -366.2396267     59.19854856]",
375,[ 997 1572 1288 ... 2199 4687 6100],22050,disco,"[24670.          3458.07246367 -3354.24965651 -4395.18395472
  6552.79436205 -4399.61839254  -727.16864745   224.0299195
 -1792.20563795    95.45383907]",
376,[1415 1582 1730 ... 6869 5910 4462],22050,disco,"[ 5.22340000e+04 -1.66691869e+04  7.88004629e+03 -1.65760748e+03
 -2.74020812e+03  7.14177849e+02  7.32632586e+02 -4.30890490e+02
 -1.62208117e+02  4.16842587e+01]",
377,[  682  2868  2224 ... -2307 -4304 -7973],22050,disco,"[ 1.02090000e+05 -3.78863066e+04 -1.25053382e+04  2.66064929e+04
 -1.33910310e+04 -5.47724913e+03 -5.30247498e+03 -2.76371131e+03
  1.48396901e+03  6.41324717e+00]",
378,[  268   255   222 ... -2009 -1749 -1437],22050,disco,"[1666.         1900.92359526  -91.15493561  251.38238477 -240.49031657
    9.89949494   19.89416281   49.49415751  -43.49031657   -6.22173384]",
379,[ -830  -565  -565 ... -1177 -1347 -1219],22050,disco,"[-4552.         -4850.43737724 -1415.2303068   1750.04658162
  -633.54604466    33.9411255  -2065.44140046   243.49583495
   367.45395534   203.74491402]",
380,[ 1100  1119   699 ... -2732 -2063 -1537],22050,disco,"[-2554.          7489.91769764  7139.75540567   883.71348692
 -2634.76347892   244.65894629 -2203.71453395   896.17072419
   432.23652108    96.19453573]",
381,[ 1664  1784  2660 ...   -78     0 -2782],22050,disco,"[ 64616.          -8609.48220496 -12631.3140352    9327.91785972
  -7529.98164631   4253.95439562  -2023.53916301    301.99152829
   2027.01835369    301.39290239]",
382,[ 3738   859 -2625 ... -2062   -86 -4929],22050,disco,"[ -6504.          19738.8035998   -4579.00189466   9648.02415273
  12333.57895413  21951.42291516 -11819.98082269  -3984.36583256
    360.57895413    253.30477548]",
383,[ 160  263  601 ... -882 -770 -560],22050,disco,"[ 4560.          1841.43190568  -746.67059832 -1623.32414839
 -1152.38580477   229.1025971    463.81894917   273.77383654
   112.61419523   -23.39086225]",
384,[1104  774 -630 ...  910 1566 1547],22050,disco,"[  5346.         -14898.00667514  25293.82353568   2971.99359743
  -1595.68765083  -2863.78246381   -452.30072479   -218.24104258
    171.31234917     35.80519145]",
