Date,Open,High,Low,Close,Adj Close,Volume
2021-08-26,49002.640625,49644.113281,46394.281250,48847.027344,48847.027344,227352149772
2021-09-02,48807.847656,52853.765625,43285.207031,46091.390625,46091.390625,303610181648
2021-09-09,45774.742188,48450.468750,43591.320313,48176.347656,48176.347656,250315731615
2021-09-16,48158.906250,48791.781250,39787.609375,43574.507813,43574.507813,246786005540
2021-09-23,43560.296875,45080.492188,40829.667969,41564.363281,41564.363281,231146678971
2021-09-30,41551.269531,55568.464844,41444.582031,55361.449219,55361.449219,249536593284
2021-10-07,55338.625000,57793.039063,53525.468750,57401.097656,57401.097656,269033081545
2021-10-14,57372.832031,66930.390625,56868.144531,65992.835938,65992.835938,270994918918
2021-10-21,66002.234375,66600.546875,58208.187500,58482.386719,58482.386719,248141888155
2021-10-28,58470.730469,64242.792969,58206.917969,62970.046875,62970.046875,256535073556
2021-11-04,62941.804688,68789.625000,60163.781250,64995.230469,64995.230469,249257066299
2021-11-11,64978.890625,66281.570313,58515.410156,60368.011719,60368.011719,244143340161
2021-11-18,60360.136719,60948.500000,55632.761719,56280.425781,56280.425781,245995951410
2021-11-25,57165.417969,59367.968750,53569.765625,57229.828125,57229.828125,240710138821
2021-12-02,57217.371094,57482.167969,42874.617188,50504.796875,50504.796875,270616803830
2021-12-09,50450.082031,50797.164063,45894.847656,48896.722656,48896.722656,211631850608
2021-12-16,48900.464844,49544.796875,45579.808594,48628.511719,48628.511719,193888908443
2021-12-23,48626.343750,51956.328125,46201.496094,46444.710938,46444.710938,180390763116
2021-12-30,46490.605469,48472.527344,42798.222656,43569.003906,43569.003906,228612291095
2022-01-06,43565.511719,44135.367188,39796.570313,43949.101563,43949.101563,255697215946
2022-01-13,43946.742188,44278.421875,41242.914063,41744.328125,41744.328125,174741641370
2022-01-20,41744.027344,43413.023438,33184.058594,36852.121094,36852.121094,228735833552
2022-01-27,36841.878906,39115.132813,35629.281250,36952.984375,36952.984375,139296408880
2022-02-03,36944.804688,45293.867188,36375.539063,44338.796875,44338.796875,168765831204
2022-02-10,44347.800781,45661.171875,41681.957031,43961.859375,43961.859375,155332943357
2022-02-17,43937.070313,44132.972656,36488.933594,37296.570313,37296.570313,158256431923
2022-02-24,37278.566406,45077.578125,34459.218750,43924.117188,43924.117188,211199257372
2022-03-03,43925.195313,44021.578125,37260.203125,41982.925781,41982.925781,176812049385
2022-03-10,41974.070313,42004.726563,37680.734375,41143.929688,41143.929688,177233227273
2022-03-17,41140.843750,43124.707031,40302.398438,42892.957031,42892.957031,178087104620
2022-03-24,42886.652344,48086.835938,42726.164063,47062.664063,47062.664063,203821869776
2022-03-31,47062.148438,47512.027344,43193.953125,43206.738281,43206.738281,227774848495
2022-04-07,43207.500000,43903.019531,39373.058594,41166.730469,41166.730469,179655734826
2022-04-14,41160.218750,42126.300781,38696.191406,41374.378906,41374.378906,168847562421
2022-04-21,41371.515625,42893.582031,37884.984375,38117.460938,38117.460938,167501741542
